MPAArating,distributor,domestic,genre,name,production_budget,release_year,series,worldwide
PG-13,Warner Bros.,33700160,Action,Geostorm,$120 million,2017,No,221600160
R,Weinstein Company,33800859,Drama,Wind River,$11 million,2017,No,33800859
PG-13,Warner Bros.,34121140,Drama,"Everything, Everything",$10 million,2017,No,61621140
R,STX Entertainment,34393507,Action Thriller,The Foreigner,$35 million,2017,No,145374099
R,Lionsgate,36249674,Action / Adventure,American Assassin,$33 million,2017,No,67233486
R,Lionsgate,38052832,Horror,Jigsaw,$10 million,2017,Series: Saw,102952562
PG-13,Warner Bros.,39175066,Adventure,King Arthur: Legend of the Sword,$175 million,2017,No,148675066
PG-13,Paramount,40563557,Sci-Fi Action,Ghost in the Shell (2017),$110 million,2017,No,169801921
PG,Sony / Columbia,40852824,Animation,The Star,$20 million,2017,No,62812974
PG-13,STX Entertainment,41189488,Sci-Fi,Valerian and the City of a Thousand Planets,$177.2 million,2017,No,225874228
R,Lionsgate,42873127,Romantic Comedy,The Big Sick,N/A,2017,No,56411585
PG-13,Entertainment Studios,44307191,Horror Thriller,47 Meters Down,N/A,2017,Series: 47 Meters Down,44307191
PG-13,Paramount,44898413,Action / Adventure,xXx: The Return of Xander Cage,$85 million,2017,Series: xXx Trilogy,346147658
R,Lionsgate/Summit,44922302,Drama,All Eyez on Me,$40 million,2017,No,44922302
PG-13,Warner Bros. (New Line),45018541,Comedy,Going in Style (2017),$25 million,2017,No,84918541
PG,Sony / Columbia,45020282,Animation,Smurfs: The Lost Village,$60 million,2017,Series: The Smurfs,197183546
PG-13,Universal,45540830,Action,The Great Wall,$150 million,2017,No,334933831
R,Fox,45852178,Comedy,Snatched,$42 million,2017,No,60845711
PG-13,Lionsgate,47319572,Comedy,Tyler Perry's Boo 2! A Madea Halloween,$25 million,2017,Series: Madea,48333932
R,A24,48958273,Comedy / Drama,Lady Bird,N/A,2017,No,78928896
PG-13,Sony / Columbia,50701325,Fantasy,The Dark Tower,$60 million,2017,No,113231078
R,Universal,51342000,Crime Thriller,American Made,$50 million,2017,No,134866593
R,Focus Features,51687870,Thriller,Atomic Blonde,$30 million,2017,No,100014025
R,Fox Searchlight,54513740,Crime Comedy,"Three Billboards Outside Ebbing, Missouri",N/A,2017,No,159210164
PG-13,Universal,55683845,Horror,Happy Death Day,$4.8 million,2017,Series: Happy Death Day,125479266
PG-13,Focus Features,56468410,Drama,Darkest Hour,N/A,2017,No,150913996
PG-13,Lionsgate/Summit,57386418,Drama,The Shack,N/A,2017,No,96942115
R,Paramount,58060186,Action Comedy,Baywatch,$69 million,2017,No,177856751
PG,Warner Bros.,59281555,Animation,The LEGO Ninjago Movie,$70 million,2017,Series: LEGO,123081555
R,Fox Searchlight,63859435,Fantasy Drama,The Shape of Water,N/A,2017,No,195243464
PG,Universal,64508620,Comedy / Drama,A Dog's Purpose,$22 million,2017,Series: A Dog's Franchise,205035819
R,STX Entertainment,72110659,Comedy,A Bad Moms Christmas,$28 million,2017,Series: Bad Moms,130560428
PG,Fox,73921000,Animation,Captain Underpants: The First Epic Movie,$38 million,2017,No,125506758
R,Fox,74262031,Sci-Fi Horror,Alien: Covenant,$97 million,2017,Series: Alien,240891763
R,Lionsgate/Summit,75468583,Action Comedy,The Hitman's Bodyguard,$30 million,2017,No,176586701
PG-13,Universal,80227895,Action / Adventure,The Mummy (2017),$125 million,2017,Series: Dark Universe,409231607
PG-13,Fox,81903458,Drama,The Post,$50 million,2017,No,179769457
PG,Fox,84410380,Animation,Ferdinand,$111 million,2017,No,296069199
PG-13,Lionsgate,85364450,Action / Adventure,Power Rangers (2017),$100 million,2017,Series: Power Rangers,142337240
PG,Sony / Columbia,86089513,Animation,The Emoji Movie,$50 million,2017,No,217776646
R,Lionsgate/Summit,92029184,Action,John Wick: Chapter Two,N/A,2017,Series: John Wick,171539887
R,Warner Bros.,92054159,Sci-Fi,Blade Runner 2049,$150 million,2017,Series: Blade Runner,259239658
R,Fox,100234838,Action Comedy,Kingsman: The Golden Circle,$104 million,2017,Series: Kingsman Franchise,410902662
R,Warner Bros. (New Line),102092201,Horror,Annabelle: Creation,$15 million,2017,Series: Annabelle,306515884
PG-13,Fox,102826543,Thriller,Murder on the Orient Express (2017),$55 million,2017,Series: Agatha Christie,352789811
PG-13,Paramount,104029443,Comedy,Daddy's Home 2,$69 million,2017,Series: Daddy's Home,180613180
PG-13,Universal,104897530,Comedy,Pitch Perfect 3,$45 million,2017,Series: Pitch Perfect Trilogy,185400345
R,TriStar,107825862,Action / Crime,Baby Driver,$34 million,2017,No,226945087
R,Universal,114581250,Romance,Fifty Shades Darker,$55 million,2017,Series: Fifty Shades,381543436
R,Universal,115171585,Comedy,Girls Trip,$19 million,2017,No,140550536
PG-13,Paramount,130168683,Sci-Fi Action,Transformers: The Last Knight,$217 million,2017,Series: Transformers,605425157
PG,Lionsgate,132422809,Drama,Wonder,N/A,2017,No,305937718
PG-13,Universal,138291365,Horror Thriller,Split,$9 million,2017,Series: Unbreakable,278454358
PG-13,Fox,146880162,Sci-Fi Action,War for the Planet of the Apes,$150 million,2017,Series: Planet of the Apes,490719763
G,Buena Vista,152901115,Animation,Cars 3,N/A,2017,Series: Cars,383930656
PG-13,Warner Bros.,168052812,Action / Adventure,Kong: Skull Island,$185 million,2017,Series: King Kong,566652812
PG-13,Buena Vista,172558876,Period Adventure,Pirates of the Caribbean: Dead Men Tell No Tales,$230 million,2017,Series: Pirates of the Caribbean,794861794
PG,Fox,174340174,Musical,The Greatest Showman,$84 million,2017,No,434993183
PG,Fox,175003033,Animation,The Boss Baby,N/A,2017,No,527965936
PG,Warner Bros.,175750384,Animation,The LEGO Batman Movie,$80 million,2017,Series: Batman,311950384
R,Universal,176040665,Horror,Get Out,$4.5 million,2017,No,255407663
PG-13,Warner Bros.,189740665,War,Dunkirk,$100 million,2017,No,526940665
PG,Buena Vista,209726015,Animation,Coco,N/A,2017,No,807082196
PG-13,Universal,226008385,Action,The Fate of the Furious,$250 million,2017,Series: The Fast and the Furious,1236005118
R,Fox,226277068,Action / Adventure,Logan (2017),$97 million,2017,Series: Wolverine,619021436
PG-13,Warner Bros.,229024295,Action / Adventure,Justice League,N/A,2017,Series: DC Extended Universe,657924295
PG,Universal,264624300,Animation,Despicable Me 3,$80 million,2017,Series: Despicable Me,1034799409
PG-13,Buena Vista,315058289,Action / Adventure,Thor: Ragnarok,$180 million,2017,Series: Thor,853977126
R,Warner Bros. (New Line),327481748,Horror,It,$35 million,2017,Series: It,700381748
PG-13,Sony / Columbia,334201140,Action / Adventure,Spider-Man: Homecoming,$175 million,2017,Series: Marvel Cinematic Universe,880166924
PG-13,Buena Vista,389813101,Action / Adventure,Guardians of the Galaxy Vol. 2,$200 million,2017,Series: Guardians of the Galaxy,863756051
PG-13,Sony / Columbia,404564861,Action,Jumanji: Welcome to the Jungle,$90 million,2017,Series: Jumanji,962126927
PG-13,Warner Bros.,412563408,Action / Adventure,Wonder Woman,$149 million,2017,Series: DC Extended Universe,821847012
PG,Buena Vista,504014165,Fantasy,Beauty and the Beast (2017),$160 million,2017,Series: Disney Live Action Reimaginings,1263521126
PG-13,Buena Vista,620181382,Sci-Fi Fantasy,Star Wars: The Last Jedi,$317 million,2017,Series: Star Wars,1332539889
R,Universal,24252420,Romantic Comedy,Bridget Jones's Baby,$35 million,2016,Series: Bridget Jones's Trilogy,211952420
R,A24,25138705,Horror,The Witch,$4 million,2016,No,40423945
PG-13,Paramount,26410477,Historical Epic,Ben-Hur (2016),$100 million,2016,No,94061311
PG-13,Focus Features,26594261,Horror,The Forest,$10 million,2016,No,37608299
R,Lionsgate,27007844,Action Drama,Hell or High Water,$12 million,2016,No,37879877
PG-13,Paramount,27383770,Drama,Florence Foster Jenkins,$29 million,2016,No,48902953
PG-13,Buena Vista,27569558,Thriller,The Finest Hours,N/A,2016,No,52099090
R,A24,27854932,Drama,Moonlight (2016),$4 million,2016,No,65046687
PG-13,Paramount,28848693,Comedy,Zoolander 2,N/A,2016,Series: Zoolander,56722693
PG-13,Sony / Screen Gems,29747603,Drama,When the Bough Breaks,$10 million,2016,No,30658387
PG-13,Universal,30498085,Comedy,"Hail, Caesar!",$22 million,2016,No,63647656
PG-13,Warner Bros. (New Line),31016021,Drama,Collateral Beauty,$36 million,2016,No,88528280
PG-13,Lionsgate/Summit,31153464,Action / Adventure,Gods of Egypt,$140 million,2016,No,150680864
R,Lionsgate,31886361,Drama,Patriots Day,$45 million,2016,No,50549909
PG-13,Open Road Films,32492859,Comedy,Mother's Day,$25 million,2016,No,48418160
PG-13,Sony / Columbia,34343574,Thriller,Inferno,$75 million,2016,Series: Robert Langdon,220021259
PG-13,Sony / Columbia,34916787,Sci-Fi Action,The 5th Wave,$38 million,2016,No,109906372
PG-13,Universal,35144505,Horror,Ouija: Origin of Evil,$9 million,2016,Series: Ouija,81705746
R,Lionsgate,35593113,Comedy,Dirty Grandpa,$25 million,2016,No,94073028
PG-13,STX Entertainment,35819556,Horror,The Boy (2016),$10 million,2016,Series: The Boy,64188367
R,Warner Bros.,36261763,Comedy Thriller,The Nice Guys,$50 million,2016,No,62788218
PG-13,Sony / Columbia,36880033,Action / Adventure,Risen,$20 million,2016,No,46069568
PG-13,Lionsgate,38583626,Thriller,Nerve,$19 million,2016,No,85241496
R,Paramount,40098064,Romantic Thriller,Allied,$85 million,2016,No,119520023
R,TriStar,41012075,Drama / Thriller,Money Monster,$27 million,2016,No,93282604
PG-13,Universal,42158780,Comedy,Almost Christmas,$17 million,2016,No,42580920
R,Warner Bros.,43034523,Comedy / Drama,War Dogs,N/A,2016,No,86234523
R,Fox,46009673,Comedy,Mike and Dave Need Wedding Dates,$33 million,2016,No,77068246
R,Warner Bros. (New Line),46843513,Romantic Comedy,How to Be Single,$38 million,2016,No,112343513
PG-13,Universal,47365290,Fantasy,Warcraft,$160 million,2016,No,433677183
R,Roadside Attractions,47695371,Drama,Manchester by the Sea,$9 million,2016,No,78988148
PG,Focus Features,48023088,Animation,Kubo and the Two Strings,$60 million,2016,No,69929545
PG-13,Universal,48390190,Action / Adventure,The Huntsman: Winter's War,$115 million,2016,Series: Snow White and the Huntsman,164989338
PG-13,Weinstein Company,51738905,Drama,Lion,$12 million,2016,No,140312928
R,Paramount,52853219,Drama,13 Hours: The Secret Soldiers of Benghazi,$50 million,2016,No,69411370
PG-13,Warner Bros. (New Line),54030051,Comedy,Barbershop: The Next Cut,N/A,2016,Series: Barbershop,55030051
PG-13,Fox,54647948,Action,Assassin's Creed,$125 million,2016,No,240942515
R,Paramount,54767494,Comedy,Office Christmas Party,$45 million,2016,No,114501299
PG-13,Sony / Columbia,55124043,Horror,The Shallows,$17 million,2016,No,119100758
R,Universal,55455765,Comedy,Neighbors 2: Sorority Rising,N/A,2016,Series: Neighbors,108007109
PG,Buena Vista,55483770,Adventure,The BFG,$140 million,2016,No,183345589
PG-13,Warner Bros. (New Line),56245075,Romance,Me Before You,$20 million,2016,No,208314186
PG-13,Paramount,57682904,Drama,Fences,$24 million,2016,No,64414761
PG-13,Paramount,58697076,Crime Drama,Jack Reacher: Never Go Back,$60 million,2016,Series: Jack Reacher,162146076
PG-13,Universal,59689605,Comedy,My Big Fat Greek Wedding 2,N/A,2016,Series: My Big Fat Greek Wedding,88923251
R,Fox,60323786,Comedy,Why Him?,$38 million,2016,No,118102725
PG-13,Lionsgate/Summit,61433527,Action Drama,Deepwater Horizon,$110 million,2016,No,121790373
PG,TriStar,61705123,Drama,Miracles from Heaven,$13 million,2016,No,73883359
R,Focus Features,62524260,Action,London Has Fallen,$60 million,2016,Series: Fallen,205754447
R,Universal,63285885,Comedy,The Boss,$29 million,2016,No,78844582
PG,Fox,64063008,Animation,Ice Age: Collision Course,$105 million,2016,Series: Ice Age,408579038
PG-13,Lionsgate/Summit,65075540,Thriller,Now You See Me 2,N/A,2016,Series: Now You See Me,334901337
PG-13,Lionsgate/Summit,66184051,Action / Adventure,The Divergent Series: Allegiant,N/A,2016,Series: Divergent,179246868
R,Lionsgate,67209615,Action Drama,Hacksaw Ridge,$40 million,2016,No,175302354
PG-13,Warner Bros. (New Line),67268835,Horror,Lights Out,$4.9 million,2016,No,148868835
PG-13,Paramount,72082998,Thriller,10 Cloverfield Lane,N/A,2016,Series: Cloverfield,110216998
PG,Warner Bros.,72679278,Animation,Storks,$70 million,2016,No,183388953
PG-13,Lionsgate,73206343,Horror Comedy,Boo! A Madea Halloween,$20 million,2016,Series: Madea,74827344
R,Universal,75395035,Thriller,The Girl on the Train (2016),$45 million,2016,No,173185859
PG,Buena Vista,76233151,Family,Pete's Dragon (2016),$65 million,2016,No,143695338
PG,Buena Vista,77041381,Family Adventure,Alice Through the Looking Glass,$170 million,2016,Series: Alice in Wonderland,299457024
R,Universal,79213375,Thriller,The Purge: Election Year,$10 million,2016,Series: The Purge,118587880
PG-13,Paramount,82051601,Action / Adventure,Teenage Mutant Ninja Turtles: Out of the Shadows,$135 million,2016,Series: Teenage Mutant Ninja Turtles,245623848
R,Warner Bros.,86260045,Drama,The Accountant,$44 million,2016,No,155160045
PG-13,Fox,87242834,Fantasy,Miss Peregrine's Home for Peculiar Children,$110 million,2016,No,296485719
R,Sony / Screen Gems,89217875,Horror Thriller,Don't Breathe,$9.9 million,2016,No,157100845
PG-13,Universal,91221830,Action Comedy,Ride Along 2,$40 million,2016,Series: Ride Along,124605297
PG-13,Sony / Columbia,93432655,Western,The Magnificent Seven (2016),$90 million,2016,No,162360636
R,Sony / Columbia,97685686,Animation,Sausage Party,$19 million,2016,No,140705322
PG-13,Sony / Columbia,100014699,Sci-Fi,Passengers (2016),$110 million,2016,No,303144152
PG-13,Paramount,100546139,Sci-Fi,Arrival,$47 million,2016,No,203388186
R,Warner Bros. (New Line),102470008,Horror,The Conjuring 2,$40 million,2016,Series: The Conjuring,320392818
PG-13,Fox,103144286,Sci-Fi Adventure,Independence Day: Resurgence,$165 million,2016,Series: Independence Day,389681935
PG,Sony / Columbia,107509366,Animation,The Angry Birds Movie,$73 million,2016,Series: Angry Birds,352333929
R,STX Entertainment,113257297,Comedy,Bad Moms,$20 million,2016,Series: Bad Moms,183936074
PG-13,Warner Bros.,125070033,Drama,Sully,$60 million,2016,No,240797623
PG-13,Warner Bros.,126643061,Action / Adventure,The Legend of Tarzan,$180 million,2016,No,356700357
PG-13,Warner Bros. (New Line),127440871,Comedy,Central Intelligence,$50 million,2016,No,216972543
PG-13,Sony / Columbia,128350574,Horror Comedy,Ghostbusters (2016),$144 million,2016,Series: Ghostbusters,229147509
PG,Fox,143528619,Animation,Kung Fu Panda 3,$145 million,2016,Series: Kung Fu Panda,521170825
PG-13,Lionsgate/Summit,151101803,Musical,La La Land,$30 million,2016,No,446092357
PG,Fox,153707064,Animation,Trolls,$125 million,2016,Series: Trolls,346864462
PG-13,Fox,155442489,Action / Adventure,X-Men: Apocalypse,$178 million,2016,Series: X-Men,543934787
PG-13,Paramount,158848340,Sci-Fi Adventure,Star Trek Beyond,$185 million,2016,Series: Star Trek,343471816
PG-13,Universal,162434410,Action,Jason Bourne,$120 million,2016,Series: Bourne,415484914
PG,Fox,169607287,Drama,Hidden Figures,$25 million,2016,No,235956898
PG-13,Buena Vista,232641920,Action / Adventure,Doctor Strange,$165 million,2016,No,677718395
PG-13,Warner Bros.,234037575,Fantasy,Fantastic Beasts and Where To Find Them,$180 million,2016,Series: Fantastic Beasts,814037575
PG,Buena Vista,248757044,Animation,Moana,N/A,2016,No,643331111
PG,Universal,270395425,Animation,Sing,$75 million,2016,Series: Sing,634151679
PG-13,Warner Bros.,325100054,Action / Adventure,Suicide Squad,$175 million,2016,Series: DC Extended Universe,746846894
PG-13,Warner Bros.,330360194,Action / Adventure,Batman v Superman: Dawn of Justice,$250 million,2016,Series: Batman,873634919
PG,Buena Vista,341268248,Animation,Zootopia,N/A,2016,No,1023784195
R,Fox,363070709,Action,Deadpool,$58 million,2016,Series: Deadpool,783112979
PG,Buena Vista,364001123,Adventure,The Jungle Book (2016),$175 million,2016,Series: Disney Live Action Reimaginings,966550600
PG,Universal,368384330,Animation,The Secret Life of Pets,$75 million,2016,Series: The Secret Life of Pets,875457937
PG-13,Buena Vista,408084349,Action / Adventure,Captain America: Civil War,$250 million,2016,Series: Captain America,1153304495
PG,Buena Vista,486295561,Animation,Finding Dory,N/A,2016,Series: Finding Nemo,1028570889
PG-13,Buena Vista,532177324,Sci-Fi Adventure,Rogue One: A Star Wars Story,$200 million,2016,Series: Star Wars,1056057273
PG-13,TriStar,11585483,Romantic Comedy,So I Married an Axe Murderer,N/A,1993,No,ank
PG,TriStar,11798854,Family Adventure,3 Ninjas Kick Back,N/A,1994,Series: 3 Ninjas,ank
R,Buena Vista,13681765,Drama / Thriller,Nixon,$44 million,1995,No,
G,New Line,15094530,Family Adventure,The Adventures of Pinocchio,N/A,1996,No,ank
PG-13,Buena Vista,14772788,Sports Comedy,The 6th Man,N/A,1997,No,ank
PG,Sony / Columbia,15923122,Music Drama,Dance with Me,N/A,1998,No,ank
PG-13,Universal,14417593,Period Drama,Snow Falling on Cedars,$35 million,1999,No,23049593
PG-13,Warner Bros.,18715392,Comedy,Best in Show,$10 million,2000,No,20789556
R,Warner Bros.,20384136,Horror,Valentine,$29 million,2001,No,36684136
R,Sony / Columbia,24718164,Romantic Comedy,The Sweetest Thing,$43 million,2002,No,68696770
PG-13,New Line,26276465,Comedy,Dumb and Dumberer: When Harry Met Lloyd,$19 million,2003,Series: Dumb and Dumber,39267515
PG,Miramax,22918387,Family Adventure,Ella Enchanted,$31 million,2004,No,27388767
PG-13,Universal,25514517,Sci-Fi Adventure,Serenity,$39 million,2005,No,38869464
R,Lionsgate,27838408,Action / Crime,Crank,$12 million,2006,No,42931041
Unrated,National Geographic Entertainment,23746066,IMAX,Sea Monsters: A Prehistoric Adventure (IMAX),N/A,2007,No,50652463
R,Paramount Vantage,28644813,War,Defiance,$32 million,2008,No,51155219
PG-13,Universal,25486040,Thriller,The Fourth Kind,N/A,2009,No,47709193
PG-13,Paramount,25662155,Comedy,Dance Flick,$25 million,2009,No,31439140
R,Lionsgate,27693292,Horror,Saw VI,$11 million,2009,Series: Saw,68233629
R,Lionsgate,28544157,Drama,Brothers,$26 million,2009,No,43318349
PG-13,Paramount (DreamWorks),28596818,Horror,The Uninvited,N/A,2009,No,41624046
PG-13,Sony / Screen Gems,29062561,Horror Thriller,The Stepfather (2009),$20 million,2009,No,31198531
PG-13,Sony / Columbia,29580087,Romantic Comedy,Did You Hear About the Morgans?,$58 million,2009,No,85280250
G,Buena Vista,30702446,Animation,Toy Story / Toy Story 2 (3D),N/A,2009,Series: Toy Story,32284600
PG-13,Paramount (DreamWorks),31720158,Music Drama,The Soloist,N/A,2009,No,38332994
PG-13,Focus Features,31749894,Animation,9,$30 million,2009,No,48428063
PG-13,Summit Entertainment,31811527,Sci-Fi Thriller,Push,$38 million,2009,No,48858618
G,Buena Vista,32011576,Documentary,Earth (2009),N/A,2009,Series: Earth,108975160
PG-13,Fox Searchlight,32391374,Romance,(500) Days of Summer,$7.5 million,2009,No,60722734
R,Overture Films,32428195,Comedy,The Men Who Stare at Goats,$25 million,2009,No,68968688
R,Universal,32752215,Horror,The Last House on the Left (2009),N/A,2009,No,45286228
R,Warner Bros.,33316821,Drama / Thriller,The Informant!,$22 million,2009,No,41771168
R,Weinstein / Dimension,33392973,Horror,Halloween II (2009),$15 million,2009,Series: Halloween,39421467
PG-13,Fox,33862903,Comedy,All About Steve,N/A,2009,No,40105542
PG,Sony / Columbia,35922978,Action Comedy,The Pink Panther 2,$70 million,2009,Series: The Pink Panther,75946615
G,Warner Bros.,36128407,IMAX,Under the Sea 3D,N/A,2009,No,55750347
R,Fox Searchlight,36843682,Music Drama,Notorious (2009),$20 million,2009,No,44371751
PG-13,Universal,37017955,Thriller,State of Play,N/A,2009,No,87812371
PG-13,Warner Bros.,37491364,Drama,Invictus,$60 million,2009,No,122233971
