MPAArating,distributor,domestic,genre,name,production_budget,release_year,series,worldwide
R,Paramount,92921203,Music Drama,Flashdance,N/A,1983,No,ank
PG,Paramount,108423489,Drama,Terms of Endearment,$8 million,1983,No,
PG,Fox,309306177,Sci-Fi Fantasy,Return of the Jedi,$32.5 million,1983,Series: Star Wars,475106177
R,Filmways,4968000,Romantic Comedy,Summer Lovers,N/A,1982,No,ank
PG-13,Columbia,5005245,Unknown,Tempest,N/A,1982,No,
G,Paramount,5124391,Unknown,Heidi's Song,N/A,1982,No,ank
PG,MGM,5200986,Unknown,Inchon,$46 million,1982,No,ank
R,Paramount,5229643,Unknown,Venom,N/A,1982,No,ank
PG,MGM,5301539,Unknown,Cannery Row,N/A,1982,No,ank
R,Embassy,5588800,Romance,Paradise,N/A,1982,No,ank
R,Warner Bros.,5672311,Sports Drama,Personal Best,N/A,1982,No,ank
PG,Fox,5675599,Unknown,Megaforce,N/A,1982,No,ank
R,Cannon Films,5829781,Comedy,The Last American Virgin,N/A,1982,No,ank
PG,MGM,5979947,Unknown,Still of the Night,N/A,1982,No,ank
R,Paramount,6062898,Unknown,Partners,N/A,1982,No,ank
PG,Universal,6110000,Thriller,Evil Under the Sun,N/A,1982,No,ank
R,Universal,6118683,Unknown,The Border,N/A,1982,No,
R,Embassy,6328816,Unknown,The Soldier,N/A,1982,No,ank
G,Jensen Farley,6455330,Animation,The Last Unicorn,N/A,1982,No,ank
R,MGM,6660333,Action,Forced Vengeance,N/A,1982,No,ank
PG,Universal,6668025,Drama,Six Weeks,N/A,1982,No,ank
R,Fox,6892098,Unknown,The Amateur,N/A,1982,No,ank
PG,Fox,6968359,Unknown,I Ought to Be in Pictures,N/A,1982,No,ank
R,Universal,7000000,Unknown,Cat People,N/A,1982,No,ank
R,Columbia,7241180,Unknown,The Missionary,N/A,1982,No,ank
PG,Buena Vista,7400000,Unknown,Tex,N/A,1982,No,ank
R,MGM,7742572,Unknown,The Beast Within,N/A,1982,No,ank
PG,Fox,7983086,Musical,The Pirate Movie,N/A,1982,No,ank
PG,Buena Vista,8000000,Unknown,Night Crossing,N/A,1982,No,ank
PG,Jensen Farley,8693512,Music Drama,If You Could See What I Hear,N/A,1982,No,ank
PG,MGM,9056073,Comedy,Trail of the Pink Panther,N/A,1982,Series: The Pink Panther,ank
PG,Warner Bros.,9077269,Comedy,A Midsummer Night's Sex Comedy,N/A,1982,No,ank
R,MGM,9217530,Unknown,Shoot the Moon,N/A,1982,No,ank
PG,Columbia,9823934,Unknown,Hanky Panky,N/A,1982,No,ank
R,Fox,10054150,Horror Comedy,National Lampoon's Class Reunion,N/A,1982,No,ank
PG,Embassy,10413170,Family Comedy,Savannah Smiles,N/A,1982,No,ank
R,Columbia,10490791,Action,Silent Rage,N/A,1982,No,ank
R,Columbia,11487676,Foreign,Das Boot,N/A,1982,No,ank
R,Embassy,11378339,Thriller,The Seduction,N/A,1982,No,ank
R,Fox,11897978,Drama,Making Love,N/A,1982,No,ank
R,Fox,12408066,Drama,Monsignor,N/A,1982,No,ank
R,Orion Pictures,12534817,Horror,Amityville II: The Possession,N/A,1982,Series: Amityville,ank
PG,Fox,13111101,Comedy,Author! Author!,N/A,1982,No,ank
R,Embassy,13253583,Action / Crime,Vice Squad,N/A,1982,No,ank
R,Fox,13258670,Horror Thriller,Visiting Hours,N/A,1982,No,ank
PG,Fox,290475067,Sci-Fi Fantasy,The Empire Strikes Back (Re-issue),N/A,1982,No,290475067
PG,Universal,14000000,Drama,Missing,N/A,1982,No,ank
PG,MGM,14056528,Fantasy,The Beastmaster,N/A,1982,No,ank
R,MGM,14099953,Comedy / Drama,Diner,N/A,1982,No,ank
R,Universal,14400000,Horror,Halloween III: Season of the Witch,N/A,1982,Series: Halloween,ank
G,MGM,14665733,Animation,The Secret of NIMH,N/A,1982,No,
PG,Fox,460998007,Sci-Fi Fantasy,Star Wars (Re-issue),N/A,1982,No,460998007
PG,Paramount,15171476,Musical,Grease 2,N/A,1982,No,ank
PG,Fox,15782759,Fantasy Comedy,Kiss Me Goodbye,N/A,1982,No,ank
R,Filmways,16100000,Action,Death Wish II,N/A,1982,No,ank
PG,Film Ventures Intl,16894678,Action Comedy,They Call Me Bruce,N/A,1982,No,ank
R,Embassy,16897768,Sci-Fi Comedy,Zapped!,N/A,1982,No,
G,Buena Vista,87404651,Animation,Peter Pan (Re-issue) (1982),N/A,1982,No,
PG,Universal,18196170,Crime Comedy,Dead Men Don't Wear Plaid,N/A,1982,No,ank
PG,Warner Bros.,19282134,Comedy Thriller,Deathtrap,N/A,1982,No,
R,Universal,19629760,Sci-Fi Horror,The Thing (1982),N/A,1982,No,ank
PG,MGM,20123620,Period Comedy,My Favorite Year,N/A,1982,No,ank
PG,Fox,20225989,Family Comedy,Six Pack,N/A,1982,No,
PG,Fox,20659423,Western,The Man From Snowy River,N/A,1982,No,ank
R,Fox,20959585,Period Adventure,Quest for Fire,$12.5 million,1982,No,ank
R,Warner Bros.,21028755,Horror,Creepshow,N/A,1982,No,ank
R,Warner Bros.,21095638,Comedy,Night Shift,N/A,1982,No,ank
R,Columbia,21134374,Comedy,Things Are Tough All Over,N/A,1982,No,ank
PG,Paramount,248159971,Period Adventure,Raiders of the Lost Ark (Re-issue) (1982),N/A,1982,Series: Indiana Jones,ank
R,MGM,22244207,Music Drama,Pink Floyd: The Wall,N/A,1982,No,ank
G,Buena Vista,102247150,Animation,Bambi (Re-issue) (1982),N/A,1982,No,ank
R,Warner Bros.,23667907,Sci-Fi Action,The Road Warrior,N/A,1982,Series: Mad Max,ank
R,Paramount,23671186,Comedy / Drama,Some Kind of Hero,N/A,1982,No,ank
R,Universal,27092880,Comedy,Fast Times at Ridgemont High,N/A,1982,No,
PG,Paramount,27150534,Sci-Fi Comedy,Airplane II: The Sequel,N/A,1982,No,ank
R,Warner Bros.,32868943,Sci-Fi Thriller,Blade Runner,N/A,1982,Series: Blade Runner,32868943
PG,MGM,28215453,Musical,Victor/Victoria,N/A,1982,No,
R,Warner Bros.,29712172,Comedy / Drama,The World According to Garp,N/A,1982,No,ank
R,Universal,30036000,Romance,Sophie's Choice,N/A,1982,No,ank
R,Fox,30688860,Comedy,Young Doctors in Love,N/A,1982,No,ank
PG,Buena Vista,33000000,Sci-Fi Adventure,Tron,$17 million,1982,Series: Tron,ank
R,Paramount,36690067,Horror,Friday the 13th Part III,N/A,1982,Series: Friday the 13th,ank
R,Columbia,36299720,Concert,Richard Pryor: Live on the Sunset Strip,N/A,1982,No,ank
PG,Warner Bros.,36821203,Romantic Comedy,Best Friends,N/A,1982,No,ank
R,Group 1,39103425,Fantasy,The Sword and the Sorcerer,N/A,1982,No,
R,Universal,39565475,Action Fantasy,Conan the Barbarian,N/A,1982,Series: Conan,68851475
PG,Universal,41613957,Fantasy,The Dark Crystal,N/A,1982,No,ank
PG,Warner Bros.,46708276,Action,Firefox,N/A,1982,No,ank
PG,Columbia,47118057,Comedy,The Toy,N/A,1982,No,ank
R,Orion Pictures,47212904,Action,First Blood,$15 million,1982,Series: Rambo,125212904
PG,Columbia,52767889,Period Drama,Gandhi,N/A,1982,No,
R,Fox,53977250,Drama,The Verdict,N/A,1982,No,
PG,Columbia,57059003,Musical,Annie,N/A,1982,No,
R,Universal,69701637,Musical,The Best Little Whorehouse in Texas,N/A,1982,No,ank
PG,MGM,76606280,Horror,Poltergeist,N/A,1982,Series: Poltergeist,ank
R,Paramount,78868508,Action Comedy,48 HRS.,N/A,1982,No,ank
PG,Paramount,78912963,Sci-Fi Adventure,Star Trek II: The Wrath of Khan,$11.2 million,1982,Series: Star Trek,ank
R,Fox,111289673,Comedy,Porky's,N/A,1982,Series: Porky's,ank
PG,United Artists,125049125,Sports Drama,Rocky III,N/A,1982,Series: Rocky,ank
R,Paramount,129795554,Romance,An Officer and a Gentleman,N/A,1982,No,
PG,Columbia,177200000,Comedy,Tootsie,$21 million,1982,No,ank
PG,Universal,435110554,Family Adventure,E.T.: The Extra-Terrestrial,$10.5 million,1982,No,792910554
R,Briarcliff,1400603,Drama,El Chicano,N/A,2019,No,ank
R,Lionsgate,1508593,Action Drama,The Kid (2019),N/A,2019,No,ank
Unrated,CJ Entertainment,1565885,Comedy,Extreme Job,N/A,2019,No,119932733
R,IFC,1579730,Drama,Red Joan,N/A,2019,No,1579730
R,Fox Searchlight,1618497,War Drama,The Aftermath,N/A,2019,No,9215591
R,Sony Classics,1811052,Drama,The White Crow,N/A,2019,No,1811052
Unrated,Reliance Big Pictures,1861000,Crime,Badla,N/A,2019,No,ank
G,Fathom,24770492,Fantasy,The Wizard of Oz 80th Anniversary,N/A,2019,No,
Unrated,FIP,2167632,Action Comedy,Total Dhamaal ,N/A,2019,No,25031267
G,Fathom,200852579,Historical Epic,Gone with the Wind (80th Anniversary),N/A,2019,No,ank
PG-13,Greenwich,2338044,Documentary,Echo in the Canyon,N/A,2019,No,ank
PG-13,Bleecker Street,2410795,Drama / Thriller,Arctic,N/A,2019,No,ank
R,Focus Features,2660165,Drama,Everybody Knows,N/A,2019,No,17997350
Unrated,FIP,2729336,Drama,Kalank,N/A,2019,No,16130339
Unrated,Viva Pictures Distribution,2971549,Drama,Bharat,N/A,2019,No,ank
R,Neon,3502600,Comedy,The Beach Bum,N/A,2019,No,ank
Unrated,Fathom,3509917,Documentary,BTS World Tour: Love Yourself in Seoul,N/A,2019,No,3509917
R,A24,3520061,Drama,The Last Black Man in San Francisco,N/A,2019,No,ank
Unrated,Shorts International,3531094,Drama,The Oscar Nominated Short Films 2019,N/A,2019,No,ank
PG-13,CBS Films,3670166,Documentary,Pavarotti,N/A,2019,No,ank
PG,Neon,3937919,Documentary,Biggest Little Farm,N/A,2019,No,ank
PG-13,Entertainment Studios,4046429,Sci-Fi Thriller,Replicas,N/A,2019,No,4046429
Unrated,PackYourBag,4186168,Action Drama,Uri: The Surgical Strike,N/A,2019,No,4186168
PG-13,Fox Searchlight,4535154,Drama,Tolkien,N/A,2019,No,7776413
PG-13,Warner Bros.,4950029,Drama,The Sun Is Also a Star,N/A,2019,No,6250029
R,Focus Features,5043620,Drama,The Mustang,N/A,2019,No,ank
Unrated,Viva Pictures Distribution,5566534,Drama,Gully Boy,N/A,2019,No,5566534
R,A24,5611123,Drama,Gloria Bell,N/A,2019,No,10523377
Unrated,CMC,5875487,Sci-Fi,The Wandering Earth,N/A,2019,No,699760773
Not Yet Rated,Focus Features,5958315,Sci-Fi,Captive State,N/A,2019,No,8764879
PG,Roadside Attractions,6424420,Drama,Run the Race,N/A,2019,No,ank
R,Focus Features,6549075,Comedy,The Dead Don't Die,N/A,2019,No,12149075
R,Lionsgate/Summit,7531630,Action,Anna (2019),N/A,2019,No,15778489
G,Buena Vista,7699452,Documentary,Penguins (Disneynature),N/A,2019,No,ank
R,Aviron,8547045,Thriller,Serenity (2019),N/A,2019,No,8547045
G,Neon,8934145,Documentary,Apollo 11,N/A,2019,No,ank
R,Pantelion,9270920,Comedy,No Manches Frida 2,N/A,2019,Series: No Manches Frida,9270920
R,Bleecker Street,9651611,Drama,Hotel Mumbai,N/A,2019,No,9651611
PG-13,STX Entertainment,10205616,Drama,The Best of Enemies,$10 million,2019,No,ank
R,Focus Features,10519425,Drama / Thriller,Greta,N/A,2019,No,15513698
R,Fox,11358939,Action Comedy,Stuber,N/A,2019,No,14189297
PG-13,Aviron,12138565,Drama,After (2019),$14 million,2019,No,69497587
PG-13,STX Entertainment,13631124,Comedy,Poms,N/A,2019,No,ank
R,Amazon Studios,14801011,Comedy / Drama,Late Night,N/A,2019,No,16736699
R,Orion Pictures,14856291,Horror,The Prodigy,$6 million,2019,No,14856291
PG-13,Sony / Columbia,15006824,Action Thriller,Miss Bala,$15 million,2019,No,15383580
PG,United Artists Releasing,16649539,Animation,Missing Link,N/A,2019,No,16649539
R,Paramount,16734082,Horror,Crawl,$13.5 million,2019,No,23334474
R,Sony / Screen Gems,17300439,Horror,Brightburn,$6 million,2019,No,32331522
PG,Fox,16790790,Fantasy,The Kid Who Would be King,$59 million,2019,No,32140970
R,Pure Flix,18764780,Drama,Unplanned,$6 million,2019,No,ank
PG,STX Entertainment,20150241,Animation,Uglydolls,$45 million,2019,No,27530241
R,A24,20461925,Horror,Midsommar,N/A,2019,No,ank
R,Warner Bros. (New Line),20848259,Action,Shaft (2019) ,N/A,2019,No,ank
R,Lionsgate/Summit,21903748,Action,Hellboy (2019),$50 million,2019,Series: Hellboy,21903748
R,United Artists Releasing,22072387,Comedy,Booksmart,N/A,2019,No,ank
PG,Universal,22533780,Drama,A Dog's Journey,N/A,2019,Series: A Dog's Franchise,67133780
PG-13,MGM,22958583,Comedy / Drama,Fighting with My Family,N/A,2019,No,39058583
PG-13,Universal,28051045,Horror,Happy Death Day 2U,$9 million,2019,Series: Happy Death Day,64270528
R,United Artists Releasing,28600717,Horror,Child's Play (2019),$10 million,2019,Series: Child's Play,28600717
R,Lionsgate/Summit,30316271,Comedy,Long Shot,N/A,2019,No,50689219
PG,FUNimation Films,30712119,Animation,Dragon Ball Super: Broly,N/A,2019,No,114102821
R,Lionsgate/Summit,32138862,Action Drama,Cold Pursuit,N/A,2019,No,73460007
PG-13,United Artists Releasing,35417038,Comedy,The Hustle,N/A,2019,No,90717038
PG-13,Sony / Screen Gems,35419122,Thriller,The Intruder (2019) ,$8 million,2019,No,36428279
PG-13,Universal,40673960,Comedy,Little,$20 million,2019,No,48665249
PG,Fox,40713082,Drama,Breakthrough,$14 million,2019,No,50444358
PG,Sony / Columbia,42004346,Family Adventure,A Dog's Way Home,$18 million,2019,No,76087556
PG,Paramount,45216793,Animation,Wonder Park,N/A,2019,No,119559110
R,Universal,45360280,Thriller,Ma (2019),$5 million,2019,No,59960280
PG-13,Lionsgate,45729221,Romance,Five Feet Apart,N/A,2019,No,86099827
PG-13,Warner Bros. (New Line),48791187,Comedy,Isn't It Romantic,N/A,2019,No,ank
PG-13,Universal,51638115,Comedy,Yesterday,$26 million,2019,No,71638115
R,Paramount,54611903,Comedy,What Men Want,$20 million,2019,No,72216294
R,Paramount,54724696,Horror,Pet Sematary (2019),$21 million,2019,No,112399944
R,Warner Bros. (New Line),54733739,Horror,The Curse of La Llorona ,$9 million,2019,No,122033739
PG-13,Sony / Columbia,57005601,Thriller,Escape Room,$9 million,2019,Series: Escape Room,155712077
R,Warner Bros. (New Line),63471613,Horror,Annabelle Comes Home,N/A,2019,Series: Annabelle,176871613
PG-13,Fox,65158743,Action,Dark Phoenix,N/A,2019,No,251571743
PG-13,Lionsgate,73257045,Comedy,Tyler Perry's A Madea Family Funeral,N/A,2019,Series: Madea,74747725
PG-13,Fox,85710210,Action / Adventure,Alita: Battle Angel,$170 million,2019,No,404852543
PG-13,Sony / Columbia,77416175,Sci-Fi Comedy,Men in Black International,$110 million,2019,Series: Men in Black,244591239
R,Paramount,92812119,Musical,Rocketman  ,$40 million,2019,No,180557367
PG,Warner Bros.,105806508,Animation,The LEGO Movie 2: The Second Part,N/A,2019,Series: LEGO,191306508
PG-13,STX Entertainment,108252517,Comedy,The Upside,$37.5 million,2019,No,122752517
PG-13,Warner Bros.,109393136,Sci-Fi Action,Godzilla: King of the Monsters,$170 million,2019,Series: Godzilla,384193136
PG-13,Universal,111035005,Thriller,Glass,$20 million,2019,Series: Unbreakable,246985576
PG,Buena Vista,114661585,Adventure,Dumbo (2019),$170 million,2019,Series: Disney Live Action Reimaginings,352167079
PG-13,Warner Bros. (New Line),140318044,Action,Shazam!,$100 million,2019,Series: DC Extended Universe,364318044
PG,Warner Bros.,143496021,Family,Pokemon Detective Pikachu,$150 million,2019,Series: Pokemon,429496021
PG,Universal,149436155,Animation,The Secret Life of Pets 2,$80 million,2019,Series: The Secret Life of Pets,272236155
PG,Universal,160799505,Animation,How to Train Your Dragon: The Hidden World,$129 million,2019,Series: How to Train Your Dragon,519758180
R,Lionsgate/Summit,168110629,Action,John Wick: Chapter 3 - Parabellum,N/A,2019,Series: John Wick,316617989
R,Universal,175005930,Thriller,Us,$20 million,2019,No,254664460
PG-13,Sony / Columbia,294341047,Action / Adventure,Spider-Man: Far from Home,$160 million,2019,Series: Spider-Man,864224226
PG,Buena Vista,335345971,Fantasy,Aladdin (2019),$183 million,2019,Series: Disney Live Action Reimaginings,965095396
G,Buena Vista,357861775,Animation,Toy Story 4,N/A,2019,Series: Toy Story,785129720
PG-13,Buena Vista,426829839,Action / Adventure,Captain Marvel ,N/A,2019,Series: Marvel Cinematic Universe,1128274794
PG-13,Buena Vista,852736889,Action / Adventure,Avengers: Endgame,$356 million,2019,Series: Avengers,2782336889
PG-13,Focus Features,22835787,Documentary,Won't You Be My Neighbor?,N/A,2018,No,
R,Studio 8,24011188,Crime Drama,White Boy Rick,$29 million,2018,No,25957482
R,Aviron,24586708,Horror,Strangers: Prey at Night,$5 million,2018,Series: Strangers,24586708
PG-13,Focus Features,24622687,Drama,On the Basis of Sex,N/A,2018,No,38649179
PG-13,Lionsgate,25091816,Horror,Winchester,N/A,2018,No,25091816
PG-13,Sony / Screen Gems,26020957,Thriller,Searching,N/A,2018,No,75462037
PG-13,Fox,29719483,Crime Drama,The Hate U Give,$23 million,2018,No,34934009
PG,Warner Bros.,29790236,Animation,Teen Titans Go! To The Movies,$10 million,2018,No,52090236
PG-13,Sony / Screen Gems,30569484,Horror,Slender Man,$10 million,2018,No,51738549
PG-13,Sony / Columbia,30573626,Comedy,Holmes and Watson,$42 million,2018,No,40466970
R,Fox,30617396,Comedy,Super Troopers 2,$13.5 million,2018,Series: Super Troopers,ank
PG-13,Lionsgate/Summit,30824628,Action / Adventure,Robin Hood (2018),$100 million,2018,No,84780546
PG-13,STX Entertainment,31445012,Drama,Adrift,$35 million,2018,No,59945012
R,Paramount,31713110,Comedy,Nobody's Fool,$19 million,2018,No,33532593
PG-13,Fox Searchlight,32015231,Animation,Isle Of Dogs,N/A,2018,No,64241499
R,Paramount,32732301,Sci-Fi,Annihilation,$40 million,2018,No,ank
R,Lionsgate,33562069,Action Comedy,The Spy Who Dumped Me,$40 million,2018,No,75318544
R,MGM,34017028,Action / Crime,Death Wish (2018),$30 million,2018,No,34017028
R,Fox Searchlight,34366783,Drama,The Favourite,N/A,2018,No,95918706
R,STX Entertainment,35418723,Action Thriller,Peppermint,$25 million,2018,No,53818723
PG-13,Studio 8,35857181,Action Thriller,Alpha,$51 million,2018,No,98203196
R,STX Entertainment,36108758,Action,Mile 22,$50 million,2018,No,66308758
PG-13,Warner Bros.,36276286,Drama,The 15:17 to Paris,$30 million,2018,No,57076286
PG-13,Lionsgate,36343858,Action,The Commuter,N/A,2018,No,119942387
PG-13,STX Entertainment,39282227,Romantic Comedy,Second Act,$16 million,2018,No,72282227
PG-13,Fox,40826341,Romantic Comedy,"Love, Simon",$17 million,2018,No,66316289
PG,Warner Bros.,40891591,Family Adventure,Paddington 2,N/A,2018,Series: Paddington Bear,227331938
PG-13,Universal,41411015,Thriller,Truth or Dare,$3.5 million,2018,No,95330493
R,Fox,42402632,Crime Thriller,Widows,$42 million,2018,No,75984700
PG-13,Lionsgate/Summit,42469946,Comedy,Uncle Drew,N/A,2018,No,46664414
PG,Paramount,43242871,Animation,Sherlock Gnomes,$59 million,2018,No,90345871
R,Lionsgate,43549096,Thriller,Tyler Perry's Acrimony,N/A,2018,No,46403669
R,A24,44069456,Horror,Hereditary,N/A,2018,No,79336821
PG-13,Universal,44936545,Drama,First Man,$59 million,2018,No,105688629
R,STX Entertainment,44947622,Action Thriller,Den of Thieves,N/A,2018,No,80509622
R,Warner Bros.,45819713,War Drama,12 Strong,N/A,2018,No,67450815
PG,Sony / Columbia,46700633,Comedy,Goosebumps 2: Haunted Halloween,$35 million,2018,Series: Goosebumps,93320380
PG-13,Universal,46840590,Thriller,Breaking In (2018),$6 million,2018,No,51411620
R,Fox,46874505,Thriller,Red Sparrow,$69 million,2018,No,151572634
R,Annapurna Pictures,47836282,Drama,Vice,N/A,2018,No,76073488
PG-13,STX Entertainment,48795601,Comedy,I Feel Pretty,$32 million,2018,No,94539426
R,Focus Features,49275340,Drama,BlacKkKlansman,$15 million,2018,No,93304264
R,Sony / Columbia,50072235,Action / Adventure,Sicario: Day of the Soldado,$35 million,2018,Series: Sicario,75836683
PG-13,Pantelion,50316123,Romantic Comedy,Overboard (2018),$12 million,2018,No,91244913
R,Fox,51024708,Sci-Fi Action,The Predator (2018),$88 million,2018,Series: Predator,160542134
PG-13,Warner Bros. (New Line),53059911,Comedy,Life of the Party ,N/A,2018,No,65859911
R,Lionsgate,53548586,Thriller,A Simple Favor,$20 million,2018,No,97644617
R,Warner Bros. (New Line),54730625,Comedy,Tag,$28 million,2018,No,78130625
PG,Buena Vista,54858851,Adventure,The Nutcracker and the Four Realms,$120 million,2018,No,173961069
PG-13,Fox,58032443,Sci-Fi Adventure,Maze Runner: The Death Cure,$62 million,2018,Series: Maze Runner,288261741
PG-13,Warner Bros.,58250803,Action / Adventure,Tomb Raider,$94 million,2018,No,274650803
PG-13,Universal,59874525,Sci-Fi Action,Pacific Rim Uprising,$150 million,2018,Series: Pacific Rim,290930148
R,Universal,60311495,Comedy,Blockers,$21 million,2018,No,94045293
PG-13,Paramount,67363237,Comedy,Instant Family,$48 million,2018,No,120556201
PG-13,Universal,67745330,Horror,Insidious: The Last Key,$10 million,2018,Series: Insidious,167885588
PG-13,Universal,68420120,Action,Skyscraper,$125 million,2018,No,304868961
PG,Universal,68549695,Fantasy,The House With A Clock In Its Walls,$42 million,2018,No,131457147
PG-13,Paramount,68566296,Comedy,Book Club,N/A,2018,No,104438188
R,Warner Bros. (New Line),69179066,Action Comedy,Game Night,$37 million,2018,No,117679066
R,Universal,69488745,Thriller,The First Purge,$13 million,2018,Series: The Purge,137032595
PG-13,Universal,77339130,Comedy,Night School (2018),$29 million,2018,No,103104949
PG,Warner Bros.,83240103,Animation,Smallfoot,N/A,2018,No,214140103
PG,Roadside Attractions,83482352,Family,I Can Only Imagine,$7 million,2018,No,ank
PG-13,Universal,85080171,Comedy / Drama,Green Book,$23 million,2018,No,320494566
PG,Buena Vista,99215042,Fantasy,Disney's Christopher Robin,$75 million,2018,Series: Winnie the Pooh,197744377
R,Universal,100407760,Romance,Fifty Shades Freed,$55 million,2018,Series: Fifty Shades,371909449
PG,Buena Vista,100478608,Fantasy,A Wrinkle in Time,N/A,2018,No,132675864
PG-13,Warner Bros. (New Line),101028233,Action / Adventure,Rampage (2018),$120 million,2018,No,428028233
R,Sony / Columbia,102084362,Thriller,The Equalizer 2,$62 million,2018,Series: Equalizer,190400157
R,Warner Bros.,103804407,Crime Drama,The Mule,$50 million,2018,No,172604407
PG,Sony / Columbia,115253424,Family,Peter Rabbit,$50 million,2018,Series: Peter Rabbit,351266433
PG-13,MGM,115715889,Sports Drama,Creed II,$50 million,2018,Series: Creed,214115889
R,Warner Bros. (New Line),117450119,Horror,The Nun,$22 million,2018,Series: The Conjuring,365550119
PG-13,Universal,120634935,Musical,Mamma Mia! Here We Go Again,$75 million,2018,Series: Mamma Mia!,395027657
PG-13,Paramount,127195589,Sci-Fi Action,Bumblebee,$135 million,2018,Series: Transformers,467989645
PG-13,Warner Bros.,137690172,Sci-Fi Action,Ready Player One,$175 million,2018,No,582890172
PG-13,Warner Bros.,140218711,Action / Adventure,Ocean's 8,$70 million,2018,Series: Ocean's 11,297718711
PG-13,Warner Bros.,145443742,Sci-Fi Thriller,The Meg,$130 million,2018,No,530243742
R,Universal,159342015,Horror,Halloween (2018),$10 million,2018,Series: Halloween,255498536
PG-13,Warner Bros.,159555901,Fantasy,Fantastic Beasts: The Crimes of Grindelwald,$200 million,2018,Series: Fantastic Beasts,653755901
PG,Sony / Columbia,167510016,Animation,Hotel Transylvania 3: Summer Vacation,$80 million,2018,Series: Hotel Transylvania,528583774
PG,Buena Vista,171958438,Musical,Mary Poppins Returns,$130 million,2018,Series: Mary Poppins,349537494
PG-13,Warner Bros.,174532921,Romantic Comedy,Crazy Rich Asians,$30 million,2018,No,238532921
PG-13,Paramount,188024361,Horror Thriller,A Quiet Place,$17 million,2018,Series: A Quiet Place,340939361
PG,Sony / Columbia,190241310,Animation,Spider-Man: Into The Spider-Verse,$90 million,2018,Series: Spider-Man,375469903
PG,Buena Vista,201091711,Animation,Ralph Breaks the Internet,$175 million,2018,Series: Wreck-It Ralph,529323962
PG-13,Sony / Columbia,213515506,Action,Venom (2018),$100 million,2018,No,856085151
PG-13,Buena Vista,213767512,Action / Adventure,Solo: A Star Wars Story,$275 million,2018,Series: Star Wars,392924807
R,Warner Bros.,215288866,Music Drama,A Star is Born (2018),$36 million,2018,No,434888866
PG-13,Fox,216428042,Drama,Bohemian Rhapsody,$52 million,2018,No,903655259
PG-13,Buena Vista,216648740,Action,Ant-Man and the Wasp,N/A,2018,Series: Ant-Man,622674139
PG-13,Paramount,220159104,Action,Mission: Impossible - Fallout,$178 million,2018,Series: Mission: Impossible,791115104
PG,Universal,270620950,Animation,Dr. Seuss' The Grinch (2018),$75 million,2018,No,511594458
R,Fox,324591735,Action,Deadpool 2,$110 million,2018,Series: Deadpool,785046920
PG-13,Warner Bros.,335061807,Action / Adventure,Aquaman,N/A,2018,Series: Aquaman,1147961807
PG-13,Universal,417719760,Action / Adventure,Jurassic World: Fallen Kingdom,$170 million,2018,Series: Jurassic Park,1309484461
PG,Buena Vista,608581744,Animation,Incredibles 2,N/A,2018,Series: The Incredibles,1242805359
PG-13,Buena Vista,678815482,Action / Adventure,Avengers: Infinity War,N/A,2018,Series: Avengers,2048359754
PG-13,Buena Vista,700059566,Action / Adventure,Black Panther,N/A,2018,Series: Marvel Cinematic Universe,1346913161
PG,Weinstein Company,24702560,Animation,Leap!,N/A,2017,No,106055487
PG,Lionsgate,21885107,Animation,My Little Pony: The Movie,$6.5 million,2017,No,60330616
R,Sony / Columbia,22105643,Comedy / Drama,Rough Night,$20 million,2017,No,47347283
PG-13,Focus Features,22245070,Drama,Victoria and Abdul,N/A,2017,No,65421267
PG-13,STX Entertainment,22395806,Horror Thriller,The Bye Bye Man,$7.4 million,2017,No,26667197
R,Paramount,24449754,Comedy / Drama,Downsizing,$68 million,2017,No,55003890
PG-13,Fox Searchlight,24801212,Drama,Gifted,$7 million,2017,No,43046590
R,TriStar,25113707,Crime,All the Money in the World,N/A,2017,No,56996304
R,Warner Bros. (New Line),25584504,Comedy,The House,$40 million,2017,No,34184504
R,Sony / Screen Gems,26830068,Sci-Fi Action,Resident Evil: The Final Chapter,$40 million,2017,Series: Resident Evil,312242626
PG-13,Open Road Films,27020284,Romantic Comedy,Home Again,$12 million,2017,No,27020284
PG-13,Bleecker Street,27780977,Action Comedy,Logan Lucky,$29 million,2017,No,48453605
PG-13,Paramount,27793018,Horror,Rings,$25 million,2017,Series: The Ring,83080890
PG,Open Road Films,28370522,Animation,The Nut Job 2: Nutty by Nature,$40 million,2017,Series: The Nut Job,65146020
R,STX Entertainment,28780744,Drama,Molly's Game,N/A,2017,No,59284015
R,Entertainment Studios,29819114,Drama,Hostiles,N/A,2017,No,29819114
R,Neon,30014539,Comedy,"I, Tonya",N/A,2017,No,53939297
R,Sony / Columbia,30234022,Sci-Fi Thriller,Life (2017),$58 million,2017,No,100541806
PG-13,Fox,30348555,Drama,The Mountain Between Us,$35 million,2017,No,62832209
R,Sony / Screen Gems,30353973,Action Horror,Underworld: Blood Wars,$35 million,2017,Series: Underworld,81093313
R,Aviron,30971040,Action Thriller,Kidnap (2017),$21 million,2017,No,30971040
PG-13,Pantelion,32149404,Comedy,How to be a Latin Lover,N/A,2017,No,61881372
R,Warner Bros. (New Line),32187017,Comedy,Fist Fight,N/A,2017,No,41087017
PG,Paramount,33370166,Action Comedy,Monster Trucks,N/A,2017,No,64493915
