domestic,name,production_budget,release_year,worldwide
"$52,210,049",Star Trek V: The Final Frontier,"$30,000,000",1989,"$70,200,000"
"$51,573,925",Atomic Blonde,"$30,000,000",2017,"$98,345,423"
"$51,432,423",Like Mike,"$30,000,000",2002,"$62,432,423"
"$24,464,742",Notorious,"$2,000,000",1946,"$24,464,742"
"$24,379,978",In the Heat of the Night,"$2,000,000",1967,"$24,407,647"
"$18,344,729",Sleeper,"$2,000,000",1973,"$18,344,729"
"$23,689,877",Network,"$3,800,000",1976,"$23,689,877"
"$41,914",Down for Life,"$3,800,000",2011,"$41,914"
"$20,930",The Good Heart,"$3,800,000",2010,"$340,930"
"$14,873",Major Dundee,"$3,800,000",1965,"$14,873"
"$10,153",Hevi reissu,"$3,800,000",2018,"$10,153"
"$1,110,509",Mother and Child,"$7,000,000",2010,"$6,537,179"
"$1,000,000",March or Die,"$7,000,000",1977,"$1,000,000"
"$659,000",Les Visiteurs,"$7,000,000",1996,"$98,754,000"
"$546,201",Freeheld,"$7,000,000",2015,"$1,732,228"
"$65,388",Redacted,"$5,000,000",2007,"$861,325"
"$56,001",Rudderless,"$5,000,000",2014,"$567,219"
"$16,670",Fascination,"$5,000,000",2005,"$83,356"
"$8,297",Grace,"$5,000,000",2009,"$8,297"
"$7,556",Area 51,"$5,000,000",2015,"$7,556"
"$32,281,907",Rumble in the Bronx,"$7,500,000",1996,"$36,238,752"
"$24,793,509",Thank You For Smoking,"$7,500,000",2006,"$40,016,662"
"$17,544,812",Hostel: Part II,"$7,500,000",2007,"$33,606,409"
"$12,574,914",An Education,"$7,500,000",2009,"$29,652,736"
"$112,692,062",Spy Kids,"$35,000,000",2001,"$197,692,062"
"$110,212,700",Trainwreck,"$35,000,000",2015,"$141,123,897"
"$83,299,761",Saving Mr. Banks,"$35,000,000",2013,"$114,962,525"
"$82,258,456",Star Trek: The Motion Picture,"$35,000,000",1979,"$139,000,000"
"$81,159,365",21,"$35,000,000",2008,"$159,846,429"
"$1,442,338",2046,"$12,000,000",2005,"$19,287,485"
"$1,188,194",Kill the Irishman,"$12,000,000",2011,"$1,188,194"
"$870,067",Duma,"$12,000,000",2005,"$994,790"
"$793,352",Darling Companion,"$12,000,000",2012,"$1,200,346"
"$550,472",Ondine,"$12,000,000",2010,"$557,545"
"$29,200,000",The Rose,"$8,500,000",1979,"$29,200,000"
"$21,569,509",Baggage Claim,"$8,500,000",2013,"$22,885,836"
"$20,007,149",Middle School: The Worst Years of My Life,"$8,500,000",2016,"$23,311,293"
"$15,024,232",Haakon Haakonsen,"$8,500,000",1991,"$15,024,232"
"$14,943,582",Election,"$8,500,000",1999,"$17,202,854"
"$19,389,454",Wonder Boys,"$35,000,000",2000,"$33,422,485"
"$19,294,901",Cursed,"$35,000,000",2005,"$25,114,901"
"$18,317,151",Walk Hard: The Dewey Cox Story,"$35,000,000",2007,"$20,606,053"
"$18,306,166",The Four Feathers,"$35,000,000",2002,"$29,882,645"
"$17,630,465",Furry Vengeance,"$35,000,000",2010,"$39,340,177"
"$197,171,806",Indiana Jones and the Last Crusade,"$48,000,000",1989,"$474,171,806"
"$129,094,024",The Ring,"$48,000,000",2002,"$248,218,486"
"$124,107,476",Traffic,"$48,000,000",2000,"$208,300,000"
"$95,308,367",Panic Room,"$48,000,000",2002,"$196,308,367"
"$89,256,424",Taken 3,"$48,000,000",2015,"$327,656,424"
"$140,302,278",Shazam!,"$85,000,000",2019,"$363,595,155"
"$127,706,877",Enchanted,"$85,000,000",2007,"$340,384,141"
"$126,181,630",Safe House,"$85,000,000",2012,"$208,542,162"
"$56,117,548",Fantastic Four,"$120,000,000",2015,"$167,849,187"
"$43,945,766",Speed Racer,"$120,000,000",2008,"$93,394,462"
"$35,818,913",The Island,"$120,000,000",2005,"$163,018,913"
"$28,782,481",Point Break,"$100,000,000",2015,"$126,704,591"
"$25,020,758",In the Heart of the Sea,"$100,000,000",2015,"$89,693,309"
"$23,022,309",Transcendence,"$100,000,000",2014,"$103,039,258"
"$17,018,422",Son of the Mask,"$100,000,000",2005,"$59,918,422"
"$15,951,040",Mortal Engines,"$100,000,000",2018,"$85,287,417"
"$47,836,282",Vice,"$60,000,000",2018,"$70,883,171"
"$47,795,018",Alien: Resurrection,"$60,000,000",1997,"$160,700,000"
"$47,003,582",Shooter,"$60,000,000",2007,"$95,538,560"
"$46,850,558",Practical Magic,"$60,000,000",1998,"$68,336,997"
"$46,000,903",Gangster Squad,"$60,000,000",2013,"$104,100,903"
"$20,950,820",Looney Tunes: Back in Action,"$80,000,000",2003,"$54,540,662"
"$19,676,965",Nine,"$80,000,000",2009,"$53,508,858"
"$19,480,739",Timeline,"$80,000,000",2003,"$26,703,184"
"$19,422,319",Oceans,"$80,000,000",2010,"$86,787,530"
"$18,319,860",Babe: Pig in the City,"$80,000,000",1998,"$69,131,860"
"$116,877,597",S.W.A.T.,"$70,000,000",2003,"$207,154,748"
"$104,029,443",Daddyâ€™s Home 2,"$70,000,000",2017,"$175,807,183"
"$101,068,340",Sleepy Hollow,"$70,000,000",1999,"$207,068,340"
"$100,614,858",Vanilla Sky,"$70,000,000",2001,"$202,726,605"
"$1,738,477",Billy Lynnâ€™s Long Halftime Walk,"$40,000,000",2016,"$30,230,402"
"$1,641,825",Pirates,"$40,000,000",1986,"$6,341,825"
"$915,840",Delgo,"$40,000,000",2008,"$915,840"
"$876,671",The Hunting Party,"$40,000,000",2007,"$7,729,552"
"$659,210",Alex Rider: Operation Stormbreaker,"$40,000,000",2006,"$20,722,450"
"$81,526,121",Payback,"$50,000,000",1999,"$161,626,121"
"$81,022,333",Congo,"$50,000,000",1995,"$152,022,333"
"$79,957,634",Knowing,"$50,000,000",2009,"$186,450,317"
"$75,941,727",The Ring Two,"$50,000,000",2005,"$161,941,727"
"$75,624,550",We Bought a Zoo,"$50,000,000",2011,"$118,729,073"
"$56,932,305",Shanghai Noon,"$55,000,000",2000,"$71,189,835"
"$56,679,192",Executive Decision,"$55,000,000",1996,"$122,079,192"
"$55,750,480",Free Birds,"$55,000,000",2013,"$110,387,072"
"$54,927,174",Alien 3,"$55,000,000",1992,"$158,500,000"
"$52,075,270",The Forbidden Kingdom,"$55,000,000",2008,"$129,075,270"
"$28,045,540",Zathura,"$65,000,000",2005,"$58,545,540"
"$26,900,336",The Missing,"$65,000,000",2003,"$38,253,433"
"$24,409,722",Elektra,"$65,000,000",2005,"$56,824,633"
"$19,551,067",Astro Boy,"$65,000,000",2009,"$41,636,243"
"$19,075,290","I, Frankenstein","$65,000,000",2014,"$74,575,290"
"$10,763,520",Welcome to Marwen,"$45,000,000",2018,"$12,874,922"
"$8,406,711",Johnny English Reborn,"$45,000,000",2011,"$164,640,401"
"$7,916,887",Miracle at St. Anna,"$45,000,000",2008,"$9,676,497"
"$7,262,288",Big Trouble,"$45,000,000",2002,"$8,488,871"
"$6,566,773",Man cheng jin dai huang jin jia,"$45,000,000",2006,"$76,904,429"
"$3,275,443",Kabhi Alvida Naa Kehna,"$10,750,000",2006,"$32,575,443"
"$80,930,630",Alien,"$10,700,000",1979,"$203,628,947"
"$74,706,019",Poltergeist,"$10,700,000",1982,"$121,706,019"
"$18,542,974",An Ideal Husband,"$10,700,000",1999,"$31,341,183"
"$22,163,442",Darkness,"$10,600,000",2004,"$34,409,206"
"$17,489,009",Beneath the Planet of the Apes,"$3,000,000",1970,"$17,489,009"
"$17,052,128",Pokemon 3: The Movie,"$3,000,000",2001,"$68,452,128"
"$15,935,068",Jason Goes to Hell: The Final Friday,"$3,000,000",1993,"$15,935,068"
"$15,000,000",Spaced Invaders,"$3,000,000",1990,"$15,000,000"
"$13,200,000",Family Plot,"$3,000,000",1976,"$13,200,000"
"$57,012,977",Escape From Planet Earth,"$40,000,000",2013,"$74,156,610"
"$55,143,823",Small Soldiers,"$40,000,000",1998,"$71,743,823"
"$54,979,992",Spawn,"$40,000,000",1997,"$87,949,859"
"$54,445,357",Horrible Bosses 2,"$40,000,000",2014,"$105,945,357"
"$54,228,104",The Count of Monte Cristo,"$40,000,000",2002,"$75,389,090"
$0,It's a Wonderful Afterlife,"$10,000,000",2010,"$1,642,939"
$0,You Got Served: Beat The World,"$10,000,000",2011,"$1,230,542"
$0,Fifty Dead Men Walking,"$10,000,000",2009,"$997,921"
$0,Plastic,"$10,000,000",2014,"$575,371"
$0,Jungle Shuffle,"$10,000,000",2015,"$360,898"
"$7,582,065",While We're Young,"$10,000,000",2015,"$17,503,828"
"$7,570,127",Over Her Dead Body,"$10,000,000",2008,"$21,596,074"
"$7,316,658",Bones,"$10,000,000",2001,"$8,378,853"
"$7,078,738",Seeking a Friend for the End of the World,"$10,000,000",2012,"$11,766,959"
"$7,027,762",Turistas,"$10,000,000",2006,"$14,321,070"
"$104,028,807",Paranormal Activity 3,"$5,000,000",2011,"$207,039,844"
"$87,025,093",Saw II,"$5,000,000",2005,"$152,925,093"
"$83,586,447",Insidious Chapter 2,"$5,000,000",2013,"$161,921,515"
"$72,082,999",10 Cloverfield Lane,"$5,000,000",2016,"$108,286,422"
"$67,268,835",Lights Out,"$5,000,000",2016,"$148,806,510"
$0,Anna,"$4,357,373",2014,"$1,200,000"
"$20,779,666",Whale Rider,"$4,300,000",2003,"$39,374,600"
"$6,946,056",Sexy Beast,"$4,300,000",2001,"$10,158,355"
"$199,228",Paa,"$4,300,000",2009,"$9,791,282"
"$188,870",Snabba Cash,"$4,300,000",2012,"$10,212,403"
$0,Never Back Down 2: The Beatdown,"$3,000,000",2011,$0
$0,AWOL-72,"$3,000,000",2015,$0
$0,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,"$3,000,000",2013,$0
$0,Enter the Dangerous Mind,"$3,000,000",2015,$0
"$773,490",Beastmaster 2: Through the Portal of Time,"$6,000,000",1991,"$773,490"
"$509,424",The Wild Bunch,"$6,000,000",1969,"$509,424"
"$408,159",The 5th Quarter,"$6,000,000",2011,"$408,159"
"$391,942",The First Great Train Robbery,"$6,000,000",1979,"$391,942"
"$267,194",Morvern Callar,"$6,000,000",2002,"$267,194"
"$362,239",MOOZ-lum,"$1,500,000",2011,"$372,239"
$0,Stitches,"$2,000,000",2013,"$63,555"
$0,"To Be Frank, Sinatra at 100","$2,000,000",2015,$926
$0,Bananas,"$2,000,000",1971,$0
$0,Nine Dead,"$2,000,000",2009,$0
$0,The Taking of Pelham One Two Three,"$3,800,000",1974,$0
"$8,000,000",Annie Get Your Gun,"$3,768,785",1950,"$8,000,000"
"$539,285",Casa de Areia,"$3,750,000",2006,"$1,178,175"
"$310,007",Four Lions,"$3,750,000",2010,"$8,607,693"
"$44,462",Defendor,"$3,750,000",2010,"$44,462"
"$523,511",Dom Hemingway,"$7,000,000",2014,"$1,857,458"
"$453,377",The Extra Man,"$7,000,000",2010,"$492,108"
"$382,946",Hesher,"$7,000,000",2011,"$382,946"
"$306,715",Chairman of the Board,"$7,000,000",1998,"$306,715"
"$254,683",Gerry,"$7,000,000",2003,"$719,699"
$0,Mientras duermes,"$5,000,000",2012,"$9,109,597"
$0,Flying By,"$5,000,000",2009,"$4,568,257"
$0,The Cottage,"$5,000,000",2008,"$1,504,960"
$0,Dying of the Light,"$5,000,000",2014,"$74,639"
"$10,823,158",Extract,"$7,500,000",2009,"$10,849,158"
"$10,465,659",Narc,"$7,500,000",2002,"$11,843,260"
"$10,284,523",Shopgirl,"$7,500,000",2005,"$11,758,418"
"$5,142,858",The Hotel New Hampshire,"$7,500,000",1984,"$5,142,858"
"$4,239,767",Men with Brooms,"$7,500,000",2002,"$4,239,767"
"$80,277,646",What Happens in Vegas...,"$35,000,000",2008,"$218,535,708"
"$79,091,969",Cape Fear,"$35,000,000",1991,"$182,291,969"
"$78,716,374",The English Patient,"$35,000,000",1996,"$231,710,008"
"$73,178,547",Hotel for Dogs,"$35,000,000",2009,"$122,357,172"
"$68,915,888",Guess Who,"$35,000,000",2005,"$102,115,888"
"$450,594",Brother,"$12,000,000",2001,"$450,594"
"$378,650",Welcome to Collinwood,"$12,000,000",2002,"$4,606,284"
"$303,439",Life Before Her Eyes,"$12,000,000",2008,"$7,203,439"
"$220,175",Critical Care,"$12,000,000",1997,"$220,175"
"$214,202",Trade,"$12,000,000",2007,"$1,513,388"
"$13,610,521",The Namesake,"$8,500,000",2007,"$20,288,774"
"$6,263,670",All is Lost,"$8,500,000",2013,"$10,386,814"
"$5,001,655",Club Dread,"$8,500,000",2004,"$7,573,551"
"$4,444,637",Bright Star,"$8,500,000",2009,"$17,220,091"
"$4,273,372",Glitter,"$8,500,000",2001,"$4,273,372"
"$17,616,641",Parker,"$35,000,000",2013,"$48,543,388"
"$16,862,585",Wimbledon,"$35,000,000",2004,"$41,666,476"
"$15,325,127",Bait,"$35,000,000",2000,"$15,471,969"
"$15,185,241",Dungeons and Dragons,"$35,000,000",2000,"$33,771,965"
"$14,998,070",Lions for Lambs,"$35,000,000",2007,"$63,211,088"
"$69,304,264",The Thomas Crown Affair,"$48,000,000",1999,"$124,304,264"
"$67,363,237",Instant Family,"$48,000,000",2018,"$119,736,188"
"$66,488,090",The Bone Collector,"$48,000,000",1999,"$151,463,090"
"$60,652,036",Three Kings,"$48,000,000",1999,"$107,752,036"
"$60,022,256",Tooth Fairy,"$48,000,000",2010,"$112,610,386"
"$209,397,903",Mission: Impossibleâ€”Ghost Protocol,"$145,000,000",2011,"$694,713,230"
"$177,002,924",How to Train Your Dragon 2,"$145,000,000",2014,"$614,586,270"
"$171,091,819",Tarzan,"$145,000,000",1999,"$448,191,819"
"$334,201,140",Spider-Man: Homecoming,"$175,000,000",2017,"$880,166,350"
"$325,100,054",Suicide Squad,"$175,000,000",2016,"$746,059,887"
"$293,004,164",Up,"$175,000,000",2009,"$731,463,377"
"$119,725,280",I Now Pronounce You Chuck and Larry,"$85,000,000",2007,"$185,708,462"
"$117,144,465",Ocean's Thirteen,"$85,000,000",2007,"$311,744,465"
"$112,735,375",Itâ€™s Complicated,"$85,000,000",2009,"$224,614,744"
"$111,549,836",Enemy of the State,"$85,000,000",1998,"$250,649,836"
"$85,105,259",Open Season,"$85,000,000",2006,"$191,932,158"
"$30,212,620",How Do You Know?,"$120,000,000",2010,"$49,628,177"
"$76,423,035",Knight and Day,"$117,000,000",2010,"$258,751,370"
"$213,511,408",Venom,"$116,000,000",2018,"$853,628,605"
"$474,544,677",Star Wars Ep. I: The Phantom Menace,"$115,000,000",1999,"$1,027,044,677"
"$380,270,577",Star Wars Ep. III: Revenge of the Sith,"$115,000,000",2005,"$848,998,877"
"$4,411,102",The Adventures of Pluto Nash,"$100,000,000",2002,"$7,094,995"
"$311,434",Jin lÃ­ng shÃ­ san chai,"$100,000,000",2012,"$98,227,017"
"$130,178,411",The Peanuts Movie,"$99,000,000",2015,"$250,091,610"
"$105,806,508",The LEGO Movie 2: The Second Part,"$99,000,000",2019,"$190,209,817"
"$30,824,628",Robin Hood,"$99,000,000",2018,"$84,747,441"
"$45,020,282",Smurfs: The Lost Village,"$60,000,000",2017,"$197,578,586"
"$44,936,545",First Man,"$60,000,000",2018,"$105,202,434"
"$43,337,279",Year One,"$60,000,000",2009,"$57,604,723"
"$43,313,890",Edge of Darkness,"$60,000,000",2010,"$82,812,456"
"$43,254,409",Star Trek: Nemesis,"$60,000,000",2002,"$67,312,826"
"$17,650,704",The Postman,"$80,000,000",1997,"$20,841,123"
"$17,480,890",Red Planet,"$80,000,000",2000,"$33,463,969"
"$15,132,763",Arthur et les Minimoys,"$80,000,000",2007,"$113,325,743"
"$15,074,191",The Invasion,"$80,000,000",2007,"$40,147,042"
"$1,900,451",A Sound of Thunder,"$80,000,000",2005,"$6,300,451"
"$99,112,101",Hercules,"$70,000,000",1997,"$250,700,000"
"$98,927,592",Olympus Has Fallen,"$70,000,000",2013,"$172,878,928"
"$83,552,429",Battle: Los Angeles,"$70,000,000",2011,"$213,463,976"
"$80,281,096",AVP: Alien Vs. Predator,"$70,000,000",2004,"$172,543,519"
"$79,883,359",War Horse,"$70,000,000",2011,"$156,815,529"
"$627,047",Red Cliff,"$40,000,000",2009,"$119,627,047"
"$463,730",The Last Shot,"$40,000,000",2004,"$463,730"
"$79,123",Nomad,"$40,000,000",2007,"$79,123"
$0,Un monstre Ã  Paris ,"$40,000,000",2013,"$27,000,381"
$0,Kursk,"$40,000,000",2019,"$5,061,596"
"$75,605,492",Moneyball,"$50,000,000",2011,"$111,300,835"
"$75,367,693",Garfield: The Movie,"$50,000,000",2004,"$208,094,550"
"$73,701,902",Christmas with the Kranks,"$50,000,000",2004,"$96,469,187"
"$70,511,035",V for Vendetta,"$50,000,000",2006,"$130,214,162"
"$67,823,573",Outbreak,"$50,000,000",1995,"$190,023,573"
"$51,225,796",The Phantom of the Opera,"$55,000,000",2004,"$153,770,052"
"$51,178,893",Muppets Most Wanted,"$55,000,000",2014,"$79,312,301"
"$50,047,179",Evita,"$55,000,000",1996,"$151,947,179"
"$48,023,088",Kubo and the Two Strings,"$55,000,000",2016,"$77,548,122"
"$41,610,884",Ronin,"$55,000,000",1998,"$70,692,101"
"$17,218,916",Hudson Hawk,"$65,000,000",1991,"$17,218,916"
"$13,757,804",Sin City: A Dame to Kill For,"$65,000,000",2014,"$40,650,842"
"$10,378,555",Live by Night,"$65,000,000",2016,"$21,774,432"
"$10,014,234",Lucky Numbers,"$65,000,000",2000,"$10,014,234"
"$2,070,920",Oliver Twist,"$65,000,000",2005,"$26,670,920"
"$4,617,608",Love in the Time of Cholera,"$45,000,000",2007,"$31,077,418"
"$3,681,811",Pinocchio,"$45,000,000",2002,"$31,681,811"
"$2,154,540",Shadow Conspiracy,"$45,000,000",1997,"$2,154,540"
$0,Foodfight!,"$45,000,000",2012,"$73,706"
"$136,025,503",Argo,"$44,500,000",2012,"$227,140,757"
"$24,084",The Last Days on Mars,"$10,600,000",2013,"$261,364"
"$435,110,554",ET: The Extra-Terrestrial,"$10,500,000",1982,"$792,965,326"
"$59,936,321",2001: A Space Odyssey,"$10,500,000",1968,"$71,928,046"
"$11,052,958",In the Land of Women,"$10,500,000",2007,"$14,140,402"
"$125,169",There Goes My Baby,"$10,500,000",1994,"$125,169"
"$13,000,000",Torn Curtain,"$3,000,000",1966,"$13,000,000"
"$11,977,130",Upgrade,"$3,000,000",2018,"$16,553,285"
"$11,718,595",Dave Chappelle's Block Party,"$3,000,000",2006,"$12,051,924"
"$11,052,713",Krush Groove,"$3,000,000",1985,"$11,052,713"
"$10,400,000",Elmer Gantry,"$3,000,000",1960,"$10,400,000"
"$53,089,891",The Prestige,"$40,000,000",2006,"$104,407,366"
"$52,330,111",The Lake House,"$40,000,000",2006,"$114,830,111"
"$52,000,688",Predators,"$40,000,000",2010,"$127,234,389"
"$51,853,450",The Odd Life of Timothy Green,"$40,000,000",2012,"$55,249,159"
"$51,185,000",The Living Daylights,"$40,000,000",1987,"$191,200,000"
$0,Adam Resurrected,"$10,000,000",2009,"$90,909"
$0,The Devil's Tomb,"$10,000,000",2009,$0
$0,Good Intentions,"$10,000,000",2009,$0
$0,Partition,"$10,000,000",2007,$0
"$6,900,335",Shut In,"$10,000,000",2016,"$11,360,665"
"$6,861,102",Cedar Rapids,"$10,000,000",2011,"$7,862,131"
"$6,810,754",The Collection,"$10,000,000",2012,"$8,890,094"
"$6,719,864",American History X,"$10,000,000",1998,"$6,719,864"
"$6,501,381",A.X.L.,"$10,000,000",2018,"$8,259,753"
"$65,206,105",The Visit,"$5,000,000",2015,"$98,677,816"
"$64,282,312",Jackass: The Movie,"$5,000,000",2002,"$79,282,312"
"$55,683,845",Happy Death Day,"$5,000,000",2017,"$125,010,260"
"$53,900,335",Paranormal Activity 4,"$5,000,000",2012,"$142,817,992"
"$50,856,010",Ouija,"$5,000,000",2014,"$103,300,632"
"$5,835,247",Night of the Living Dead,"$4,200,000",1990,"$5,835,247"
"$1,502,188",Nochnoy dozor,"$4,200,000",2006,"$33,913,542"
"$1,044,039",Animal Kingdom,"$4,200,000",2010,"$8,078,683"
"$101,740",George A. Romero's Survival of the Dead,"$4,200,000",2010,"$101,740"
$0,Something Wicked,"$3,000,000",2015,$0
$0,Point Blank,"$3,000,000",1967,$0
$0,Iguana,"$3,000,000",2014,$0
$0,Four Single Fathers,"$3,000,000",2009,$0
$0,Amnesiac,"$3,000,000",2015,$0
"$181,798",The Flower of Evil,"$6,000,000",2003,"$181,798"
"$129,210",Akmareul Boatda,"$6,000,000",2011,"$13,168,809"
"$119,452",Come Early Morning,"$6,000,000",2006,"$119,452"
"$115,862",The Greatest,"$6,000,000",2010,"$117,796"
"$66,351",Deadfall,"$6,000,000",2012,"$1,673,635"
$0,No Man's Land: The Rise of Reeker,"$2,000,000",2008,$0
$0,Rockaway,"$2,000,000",2007,$0
$0,Wings,"$2,000,000",1927,$0
$0,The Lady from Shanghai,"$2,000,000",2015,$0
"$3,500,000",The Ballad of Cable Hogue,"$3,716,946",1970,"$5,000,000"
"$2,956,000",The Pirate,"$3,700,000",1948,"$2,956,000"
"$2,730,296",The History Boys,"$3,700,000",2006,"$13,447,998"
"$26,403",Unknown,"$3,700,000",2006,"$3,355,048"
"$44,785,053",Midnight Cowboy,"$3,600,000",1969,"$44,785,053"
"$234,750",Wah-Wah,"$7,000,000",2006,"$463,039"
"$196,067",The Heart of Me,"$7,000,000",2003,"$196,067"
"$46,488",Ca$h,"$7,000,000",2010,"$46,488"
"$31,443",Trudno byt bogom,"$7,000,000",2015,"$41,038"
"$30,471",The Boondock Saints,"$7,000,000",2000,"$411,874"
$0,Yoga Hosers,"$5,000,000",2016,"$22,958"
$0,Dead Like Me: Life After Death,"$5,000,000",2009,$0
$0,Farce of the Penguins,"$5,000,000",2007,$0
$0,Psych 9,"$5,000,000",2010,$0
$0,Reach Me,"$5,000,000",2014,$0
"$4,151,836",Witless Protection,"$7,500,000",2008,"$4,151,836"
"$3,347,647",The Work and the Glory,"$7,500,000",2004,"$3,347,647"
"$3,014,696",Albert Nobbs,"$7,500,000",2011,"$8,539,003"
"$1,333,124",The Neon Demon,"$7,500,000",2016,"$3,559,803"
"$533,344",Masked and Anonymous,"$7,500,000",2003,"$555,335"
"$67,544,505",This is 40,"$35,000,000",2012,"$90,221,182"
"$64,604,977",L.A. Confidential,"$35,000,000",1997,"$126,204,977"
"$63,939,454",Sky High,"$35,000,000",2005,"$83,109,359"
"$63,826,569",In & Out,"$35,000,000",1997,"$83,226,569"
"$63,075,011",A Nightmare on Elm Street,"$35,000,000",2010,"$117,729,621"
"$196,857",Fateless,"$12,000,000",2006,"$196,857"
"$190,946",San qiang pai an jing qi,"$12,000,000",2010,"$310,946"
"$178,287",Breakfast of Champions,"$12,000,000",1999,"$178,287"
"$146,028",Company Man,"$12,000,000",2001,"$622,273"
"$122,558",Nanjing! Nanjing!,"$12,000,000",2009,"$20,122,558"
"$1,109,199",The Rover,"$8,500,000",2014,"$3,180,252"
"$298,347",Silmido,"$8,500,000",2004,"$30,298,347"
"$140,244",Repo! The Genetic Opera,"$8,500,000",2008,"$198,883"
$0,Posledniy bogatyr,"$8,500,000",2017,"$30,700,192"
$0,A.C.O.R.N.S.: Operation Crackdown,"$8,500,000",2016,"$1,353,287"
"$14,471,440",Flight of the Intruder,"$35,000,000",1991,"$14,471,440"
"$13,305,665",The Tree of Life,"$35,000,000",2011,"$61,721,826"
"$13,264,986",American Outlaws,"$35,000,000",2001,"$13,601,109"
"$11,989,328",Zoom,"$35,000,000",2006,"$12,506,188"
"$11,405,825",The Shipping News,"$35,000,000",2001,"$24,405,825"
"$56,607,223",Rat Race,"$48,000,000",2001,"$86,607,223"
"$53,606,916",3:10 to Yuma,"$48,000,000",2007,"$71,171,825"
"$50,315,140",K-PAX,"$48,000,000",2001,"$50,315,140"
"$47,095,453",Kate and Leopold,"$48,000,000",2001,"$70,937,778"
"$37,879,996",Bedazzled,"$48,000,000",2000,"$90,376,224"
"$111,506,430",Mr. Peabody & Sherman,"$145,000,000",2014,"$269,806,430"
"$103,412,758",Rise of the Guardians,"$145,000,000",2012,"$306,900,902"
"$68,671,925",Sahara,"$145,000,000",2005,"$121,671,925"
"$128,350,574",Ghostbusters,"$144,000,000",2016,"$229,008,658"
"$160,942,139",Die Another Day,"$142,000,000",2002,"$431,942,139"
"$209,726,015",Coco,"$175,000,000",2017,"$798,008,101"
"$201,091,711",Ralph Breaks The Internet,"$175,000,000",2018,"$523,480,372"
"$198,351,526",Monsters vs. Aliens,"$175,000,000",2009,"$381,687,380"
"$152,901,115",Cars 3,"$175,000,000",2017,"$383,541,369"
"$150,201,498",G.I. Joe: The Rise of Cobra,"$175,000,000",2009,"$302,469,017"
"$78,046,570",Tower Heist,"$85,000,000",2011,"$150,422,946"
"$66,941,559",102 Dalmatians,"$85,000,000",2000,"$66,941,559"
"$64,935,167",Mirror Mirror,"$85,000,000",2012,"$173,613,482"
"$63,280,000",The Holiday,"$85,000,000",2006,"$205,190,324"
"$62,615,510",The Fast and the Furious: Tokyo Drift,"$85,000,000",2006,"$157,794,205"
"$310,676,740",Star Wars Ep. II: Attack of the Clones,"$115,000,000",2002,"$656,695,615"
"$289,423,425","Monsters, Inc.","$115,000,000",2001,"$559,757,719"
"$132,556,852",The Wolverine,"$115,000,000",2013,"$416,456,852"
"$67,163,857",Dante's Peak,"$115,000,000",1997,"$178,200,000"
"$202,007,640",The Mummy Returns,"$98,000,000",2001,"$435,040,395"
"$77,730,500",Gangs of New York,"$97,000,000",2002,"$183,124,621"
"$74,262,031",Alien: Covenant,"$97,000,000",2017,"$238,521,247"
"$201,151,353",Cinderella,"$95,000,000",2015,"$534,551,353"
"$161,321,843",Ice Age: Continental Drift,"$95,000,000",2012,"$879,765,137"
"$43,061,982",Reign of Fire,"$60,000,000",2002,"$82,150,183"
"$42,194,060",Planet 51,"$60,000,000",2009,"$108,996,113"
"$40,572,825",Duplicity,"$60,000,000",2009,"$81,079,566"
"$40,081,410",Righteous Kill,"$60,000,000",2008,"$78,481,410"
"$37,491,364",Invictus,"$60,000,000",2009,"$124,514,011"
"$421,785,283",The Lion King,"$79,300,000",1994,"$986,214,868"
"$103,860,290",Journey 2: The Mysterious Island,"$79,000,000",2012,"$318,146,162"
"$74,158,157",Jack and Jill,"$79,000,000",2011,"$150,519,217"
"$170,708,996",A Beautiful Mind,"$78,000,000",2001,"$317,668,058"
"$119,793,567",Cloudy with a Chance of Meatballs 2,"$78,000,000",2013,"$274,392,649"
"$78,120,196",We Were Soldiers,"$70,000,000",2002,"$114,658,262"
"$78,031,620",The Monuments Men,"$70,000,000",2014,"$158,702,748"
"$72,679,278",Storks,"$70,000,000",2016,"$183,353,431"
"$70,187,658",Star Trek: Insurrection,"$70,000,000",1998,"$117,800,000"
"$66,432,867",Big Fish,"$70,000,000",2003,"$123,954,323"
$0,USS Indianapolis: Men of Courage,"$40,000,000",2016,"$1,663,785"
$0,Dragon Nest Warriors' Dawn,"$40,000,000",2014,"$734,423"
$0,The Crow,"$40,000,000",2018,$0
$0,The Goldfinch,"$40,000,000",2019,$0
"$67,172,595",Race to Witch Mountain,"$50,000,000",2009,"$105,103,784"
"$66,711,892",The Forgotten,"$50,000,000",2004,"$117,211,892"
"$66,010,682",Herbie: Fully Loaded,"$50,000,000",2005,"$144,110,682"
"$60,470,220",Shanghai Knights,"$50,000,000",2003,"$88,316,835"
"$59,157,732",Planes: Fire and Rescue,"$50,000,000",2014,"$156,399,644"
"$39,440,655",Burlesque,"$55,000,000",2010,"$90,552,675"
"$38,564,422",The Ghost and the Darkness,"$55,000,000",1996,"$38,564,422"
"$35,739,802",Changeling,"$55,000,000",2008,"$113,805,580"
"$34,353,000",The Watch,"$55,000,000",2012,"$67,130,045"
"$34,234,008",The Hunted,"$55,000,000",2003,"$47,213,095"
